,id,game_date,season,home_team,away_team,home_score,away_score,home_is_winner,away_is_winner,game_type,commence_time_x,away_Date,away_Current_win_pct,away_3_win_pct,away_1_win_pct,away_Home_win_pct,away_Away_win_pct,away_prev_win_pct,home_Date,home_Current_win_pct,home_3_win_pct,home_1_win_pct,home_Home_win_pct,home_Away_win_pct,home_prev_win_pct,median_home,median_away,lowvig_home,lowvig_away
391,646,2020-08-13,2020,Cincinnati Reds,Pittsburgh Pirates,6,9,0,1,R,2020-08-13T21:10:00Z,2020-08-13,0.188,0.000,0.000,0.250,0.125,0.426,2020-08-13,0.444,0.333,0.000,0.400,0.500,0.463,-179.0,158.0,-175.0,160.0
392,647,2020-08-13,2020,Chicago Cubs,Milwaukee Brewers,4,2,1,0,R,2020-08-13T23:15:00Z,2020-08-13,0.438,0.333,0.000,0.250,0.625,0.546,2020-08-13,0.800,0.667,1.000,0.875,0.714,0.519,-179.0,160.0,-175.0,160.0
393,648,2020-08-13,2020,Los Angeles Dodgers,San Diego Padres,11,2,1,0,R,2020-08-14T01:40:00Z,2020-08-13,0.579,0.667,0.000,0.600,0.556,0.432,2020-08-13,0.632,0.333,1.000,0.500,0.778,0.647,-141.0,125.0,-135.0,125.0
396,653,2020-08-14,2020,Baltimore Orioles,Washington Nationals,3,15,0,1,R,2020-08-14T22:59:00Z,2020-08-14,0.400,0.333,0.000,0.222,0.667,0.587,2020-08-14,0.588,1.000,1.000,0.429,0.700,0.333,150.0,-175.0,152.0,-164.0
399,657,2020-08-14,2020,Cincinnati Reds,Pittsburgh Pirates,8,1,1,0,R,2020-08-14T23:10:00Z,2020-08-14,0.235,0.333,1.000,0.250,0.222,0.426,2020-08-14,0.421,0.333,0.000,0.364,0.500,0.463,-192.0,169.0,-189.0,173.0
400,658,2020-08-14,2020,Miami Marlins,Atlanta Braves,8,2,1,0,R,2020-08-14T23:10:00Z,2020-08-14,0.550,0.000,0.000,0.778,0.364,0.593,2020-08-14,0.667,0.333,1.000,1.000,0.600,0.352,-102.0,-110.0,-102.0,-108.0
401,659,2020-08-14,2020,Chicago Cubs,Milwaukee Brewers,3,4,0,1,R,2020-08-15T00:15:00Z,2020-08-14,0.412,0.333,0.000,0.250,0.556,0.546,2020-08-14,0.813,1.000,1.000,0.889,0.714,0.519,-110.0,-102.0,-103.0,-106.0
402,660,2020-08-14,2020,Colorado Rockies,Texas Rangers,2,3,0,1,R,2020-08-15T00:40:00Z,2020-08-14,0.471,0.667,1.000,0.636,0.167,0.482,2020-08-14,0.667,0.333,0.000,0.600,0.750,0.438,115.0,-127.5,115.0,-125.0
403,661,2020-08-14,2020,Houston Astros,Seattle Mariners,11,1,1,0,R,2020-08-15T01:10:00Z,2020-08-14,0.350,0.333,0.000,0.300,0.400,0.42,2020-08-14,0.444,0.667,1.000,0.556,0.333,0.65,-200.0,175.0,-192.0,177.0
404,662,2020-08-14,2020,Los Angeles Angels,Los Angeles Dodgers,4,7,0,1,R,2020-08-15T01:40:00Z,2020-08-14,0.650,0.667,1.000,0.546,0.778,0.647,2020-08-14,0.368,0.667,0.000,0.444,0.300,0.444,150.0,-169.0,150.0,-164.0
405,663,2020-08-14,2020,Arizona Diamondbacks,San Diego Padres,5,1,1,0,R,2020-08-15T01:40:00Z,2020-08-14,0.550,0.333,0.000,0.600,0.500,0.432,2020-08-14,0.421,0.667,1.000,0.429,0.417,0.525,118.0,-130.0,115.0,-125.0
406,665,2020-08-14,2020,Minnesota Twins,Kansas City Royals,Unknown,Unknown,Unknown,Unknown,R,2020-08-15T00:10:00Z,2020-08-14,0.421,0.667,1.000,0.500,0.364,0.364,2020-08-14,0.632,0.667,1.000,0.875,0.455,0.612,-173.5,154.0,-167.0,154.0
410,672,2020-08-15,2020,Philadelphia Phillies,New York Mets,6,2,1,0,R,2020-08-15T22:05:00Z,2020-08-15,0.429,0.667,0.000,0.417,0.444,0.531,2020-08-15,0.400,0.333,1.000,0.385,0.500,0.5,-173.5,155.0,-169.0,157.0
411,674,2020-08-15,2020,Miami Marlins,Atlanta Braves,1,2,0,1,R,2020-08-15T22:10:00Z,2020-08-15,0.524,0.000,0.000,0.778,0.333,0.593,2020-08-15,0.692,0.667,1.000,1.000,0.600,0.352,155.0,-179.0,158.0,-172.0
414,678,2020-08-15,2020,Houston Astros,Seattle Mariners,2,1,1,0,R,2020-08-15T23:10:00Z,2020-08-15,0.333,0.000,0.000,0.300,0.364,0.42,2020-08-15,0.474,0.667,1.000,0.600,0.333,0.65,-215.0,188.5,-208.0,189.0
415,679,2020-08-15,2020,Baltimore Orioles,Washington Nationals,7,3,1,0,R,2020-08-15T23:35:00Z,2020-08-15,0.412,0.333,1.000,0.200,0.714,0.587,2020-08-15,0.579,0.667,0.000,0.375,0.727,0.333,170.0,-189.0,170.0,-185.0
417,681,2020-08-15,2020,Colorado Rockies,Texas Rangers,4,6,0,1,R,2020-08-16T00:10:00Z,2020-08-15,0.500,1.000,1.000,0.636,0.286,0.482,2020-08-15,0.632,0.333,0.000,0.546,0.750,0.438,-167.0,146.0,-161.0,149.0
418,682,2020-08-15,2020,Los Angeles Angels,Los Angeles Dodgers,5,6,0,1,R,2020-08-16T01:40:00Z,2020-08-15,0.667,1.000,1.000,0.546,0.800,0.647,2020-08-15,0.350,0.333,0.000,0.400,0.300,0.444,140.0,-154.0,142.0,-154.0
419,683,2020-08-15,2020,Cincinnati Reds,Pittsburgh Pirates,Unknown,Unknown,Unknown,Unknown,R,2020-08-15T22:10:00Z,2020-08-15,0.222,0.333,0.000,0.250,0.200,0.426,2020-08-15,0.450,0.333,1.000,0.417,0.500,0.463,-208.0,187.0,-200.0,185.0
421,685,2020-08-16,2020,Philadelphia Phillies,New York Mets,6,2,1,0,R,2020-08-16T17:05:00Z,2020-08-16,0.409,0.333,0.000,0.417,0.400,0.531,2020-08-16,0.438,0.667,1.000,0.429,0.500,0.5,-137.0,120.0,-130.0,120.0
423,688,2020-08-16,2020,Miami Marlins,Atlanta Braves,0,4,0,1,R,2020-08-16T17:10:00Z,2020-08-16,0.546,0.333,1.000,0.778,0.385,0.593,2020-08-16,0.643,0.667,0.000,0.750,0.600,0.352,-109.0,-101.0,-106.0,-103.0
425,690,2020-08-16,2020,Houston Astros,Seattle Mariners,3,2,1,0,R,2020-08-16T18:10:00Z,2020-08-16,0.318,0.000,0.000,0.300,0.333,0.42,2020-08-16,0.500,1.000,1.000,0.636,0.333,0.65,-235.5,210.0,-227.0,208.0
426,691,2020-08-16,2020,Minnesota Twins,Kansas City Royals,4,2,1,0,R,2020-08-16T18:10:00Z,2020-08-16,0.429,0.667,1.000,0.500,0.385,0.364,2020-08-16,0.619,0.667,0.000,0.800,0.455,0.612,-187.0,165.5,-179.0,165.0
427,693,2020-08-16,2020,Chicago Cubs,Milwaukee Brewers,5,6,0,1,R,2020-08-16T18:20:00Z,2020-08-16,0.474,0.667,1.000,0.250,0.636,0.546,2020-08-16,0.722,0.333,0.000,0.727,0.714,0.519,-133.0,120.0,-132.0,121.0
428,694,2020-08-16,2020,Colorado Rockies,Texas Rangers,10,6,1,0,R,2020-08-16T19:10:00Z,2020-08-16,0.526,1.000,1.000,0.636,0.375,0.482,2020-08-16,0.600,0.000,0.000,0.500,0.750,0.438,-149.0,133.0,-143.0,132.0
429,696,2020-08-16,2020,Los Angeles Angels,Los Angeles Dodgers,3,8,0,1,R,2020-08-16T20:10:00Z,2020-08-16,0.682,1.000,1.000,0.546,0.818,0.647,2020-08-16,0.333,0.000,0.000,0.364,0.300,0.444,162.0,-183.5,165.0,-179.0
430,697,2020-08-16,2020,Arizona Diamondbacks,San Diego Padres,5,4,1,0,R,2020-08-16T20:10:00Z,2020-08-16,0.500,0.000,0.000,0.600,0.417,0.432,2020-08-16,0.476,1.000,1.000,0.556,0.417,0.525,116.5,-128.0,118.0,-128.0
433,702,2020-08-17,2020,New York Yankees,Boston Red Sox,6,3,1,0,R,2020-08-17T23:05:00Z,2020-08-17,0.273,0.000,0.000,0.250,0.300,0.519,2020-08-17,0.714,1.000,1.000,0.900,0.546,0.632,-161.0,142.0,-154.0,141.0
434,703,2020-08-17,2020,Atlanta Braves,Washington Nationals,7,6,1,0,R,2020-08-17T23:10:00Z,2020-08-17,0.421,0.667,1.000,0.200,0.667,0.587,2020-08-17,0.565,0.667,1.000,0.778,0.429,0.593,-152.0,135.0,-145.0,135.0
435,704,2020-08-17,2020,Miami Marlins,New York Mets,4,11,0,1,R,2020-08-17T23:10:00Z,2020-08-17,0.391,0.000,0.000,0.417,0.364,0.531,2020-08-17,0.600,0.333,0.000,0.600,0.600,0.352,130.0,-143.0,130.0,-141.0
436,705,2020-08-17,2020,Baltimore Orioles,Toronto Blue Jays,2,7,0,1,R,2020-08-17T23:35:00Z,2020-08-17,0.389,0.333,0.000,0.400,0.385,0.414,2020-08-17,0.571,0.333,0.000,0.400,0.727,0.333,126.0,-145.0,129.0,-139.0
439,709,2020-08-17,2020,Houston Astros,Colorado Rockies,2,1,1,0,R,2020-08-18T01:10:00Z,2020-08-17,0.619,0.333,1.000,0.539,0.750,0.438,2020-08-17,0.524,1.000,1.000,0.667,0.333,0.65,-161.0,145.0,-152.0,140.0
441,711,2020-08-17,2020,Los Angeles Dodgers,Seattle Mariners,11,9,1,0,R,2020-08-18T01:40:00Z,2020-08-17,0.304,0.000,0.000,0.300,0.308,0.42,2020-08-17,0.696,1.000,1.000,0.546,0.833,0.647,-303.0,250.0,-286.0,253.0
443,713,2020-08-18,2020,Houston Astros,Colorado Rockies,2,1,1,0,R,2020-08-18T19:10:00Z,2020-08-18,0.591,0.333,0.000,0.539,0.667,0.438,2020-08-18,0.546,1.000,1.000,0.692,0.333,0.65,-208.0,185.0,-200.0,185.0
445,715,2020-08-18,2020,Los Angeles Angels,San Francisco Giants,2,8,0,1,R,2020-08-18T20:10:00Z,2020-08-18,0.333,0.000,0.000,0.333,0.333,0.475,2020-08-18,0.348,0.333,1.000,0.385,0.300,0.444,-238.0,205.0,-222.0,201.0
446,716,2020-08-18,2020,Arizona Diamondbacks,Oakland Athletics,10,1,1,0,R,2020-08-18T22:10:00Z,2020-08-18,0.696,0.667,0.000,0.750,0.636,0.595,2020-08-18,0.522,1.000,1.000,0.636,0.417,0.525,144.5,-157.5,145.0,-156.0
447,718,2020-08-18,2020,New York Yankees,Tampa Bay Rays,3,6,0,1,R,2020-08-18T23:05:00Z,2020-08-18,0.609,0.667,1.000,0.727,0.500,0.589,2020-08-18,0.727,1.000,1.000,0.909,0.546,0.632,-104.0,-109.0,-101.0,-109.0
448,719,2020-08-18,2020,Los Angeles Dodgers,Seattle Mariners,2,1,1,0,R,2020-08-18T23:10:00Z,2020-08-18,0.292,0.000,0.000,0.300,0.286,0.42,2020-08-18,0.708,1.000,1.000,0.583,0.833,0.647,-256.0,223.0,-233.0,212.0
449,720,2020-08-18,2020,Atlanta Braves,Washington Nationals,5,8,0,1,R,2020-08-18T23:10:00Z,2020-08-18,0.400,0.333,0.000,0.200,0.600,0.587,2020-08-18,0.583,1.000,1.000,0.800,0.429,0.593,-120.0,106.0,-118.0,108.0
451,722,2020-08-18,2020,Boston Red Sox,Philadelphia Phillies,6,13,0,1,R,2020-08-18T23:30:00Z,2020-08-18,0.471,1.000,1.000,0.467,0.500,0.5,2020-08-18,0.261,0.000,0.000,0.250,0.273,0.519,112.0,-125.0,116.0,-127.0
452,723,2020-08-18,2020,Baltimore Orioles,Toronto Blue Jays,7,8,0,1,R,2020-08-18T23:35:00Z,2020-08-18,0.421,0.333,1.000,0.400,0.429,0.414,2020-08-18,0.546,0.333,0.000,0.364,0.727,0.333,122.5,-135.0,125.0,-135.0
453,725,2020-08-18,2020,Minnesota Twins,Milwaukee Brewers,4,3,1,0,R,2020-08-19T00:10:00Z,2020-08-18,0.500,1.000,1.000,0.250,0.667,0.546,2020-08-18,0.652,0.667,1.000,0.833,0.455,0.612,-161.0,144.0,-156.0,144.0
455,728,2020-08-19,2020,Baltimore Orioles,Toronto Blue Jays,2,5,0,1,R,2020-08-19T17:05:00Z,2020-08-19,0.450,0.667,1.000,0.400,0.467,0.414,2020-08-19,0.522,0.000,0.000,0.333,0.727,0.333,100.0,-114.0,103.0,-112.0
456,729,2020-08-19,2020,Boston Red Sox,Philadelphia Phillies,6,3,1,0,R,2020-08-19T17:35:00Z,2020-08-19,0.500,1.000,1.000,0.467,0.667,0.5,2020-08-19,0.250,0.000,0.000,0.231,0.273,0.519,120.0,-137.0,127.0,-137.0
459,735,2020-08-19,2020,New York Yankees,Tampa Bay Rays,2,4,0,1,R,2020-08-19T23:05:00Z,2020-08-19,0.625,1.000,1.000,0.727,0.539,0.589,2020-08-19,0.696,0.667,0.000,0.833,0.546,0.632,-192.0,170.0,-182.0,167.0
460,736,2020-08-19,2020,Miami Marlins,New York Mets,3,5,0,1,R,2020-08-19T23:10:00Z,2020-08-19,0.440,0.667,1.000,0.417,0.462,0.531,2020-08-19,0.529,0.000,0.000,0.429,0.600,0.352,194.0,-222.0,194.0,-213.0
462,739,2020-08-19,2020,Colorado Rockies,Houston Astros,6,13,0,1,R,2020-08-20T00:40:00Z,2020-08-19,0.565,1.000,1.000,0.714,0.333,0.65,2020-08-19,0.565,0.333,0.000,0.539,0.600,0.438,148.0,-162.5,145.0,-156.0
463,740,2020-08-19,2020,San Diego Padres,Texas Rangers,6,3,1,0,R,2020-08-20T01:10:00Z,2020-08-19,0.455,0.000,0.000,0.539,0.333,0.482,2020-08-19,0.520,0.667,1.000,0.600,0.467,0.432,-122.5,109.0,-119.0,109.0
464,741,2020-08-19,2020,Oakland Athletics,Arizona Diamondbacks,4,1,1,0,R,2020-08-20T01:40:00Z,2020-08-19,0.542,1.000,1.000,0.667,0.417,0.525,2020-08-19,0.667,0.333,0.000,0.750,0.583,0.595,-172.0,153.0,-167.0,153.0
465,742,2020-08-19,2020,Seattle Mariners,Los Angeles Dodgers,6,4,1,0,R,2020-08-20T01:40:00Z,2020-08-19,0.720,1.000,1.000,0.615,0.833,0.647,2020-08-19,0.280,0.000,0.000,0.300,0.267,0.42,200.0,-227.0,200.0,-217.0
466,744,2020-08-19,2020,Atlanta Braves,Washington Nationals,Unknown,Unknown,Unknown,Unknown,R,2020-08-19T23:10:00Z,2020-08-19,0.429,0.667,1.000,0.200,0.636,0.587,2020-08-19,0.560,0.667,0.000,0.727,0.429,0.593,-128.0,115.0,-127.0,117.0
470,749,2020-08-20,2020,Colorado Rockies,Houston Astros,8,10,0,1,R,2020-08-20T19:10:00Z,2020-08-20,0.583,1.000,1.000,0.714,0.400,0.65,2020-08-20,0.542,0.000,0.000,0.500,0.600,0.438,-131.0,117.0,-127.0,117.0
471,751,2020-08-20,2020,Seattle Mariners,Los Angeles Dodgers,1,6,0,1,R,2020-08-20T23:10:00Z,2020-08-20,0.692,0.667,0.000,0.615,0.769,0.647,2020-08-20,0.308,0.333,1.000,0.364,0.267,0.42,220.0,-256.0,228.0,-256.0
472,752,2020-08-20,2020,Minnesota Twins,Milwaukee Brewers,7,1,1,0,R,2020-08-20T23:10:00Z,2020-08-20,0.500,0.667,1.000,0.250,0.643,0.546,2020-08-20,0.640,0.667,0.000,0.786,0.455,0.612,-114.5,104.0,-110.0,100.0
474,754,2020-08-20,2020,San Diego Padres,Texas Rangers,8,7,1,0,R,2020-08-21T00:10:00Z,2020-08-20,0.435,0.000,0.000,0.539,0.300,0.482,2020-08-20,0.539,1.000,1.000,0.636,0.467,0.432,-189.0,165.0,-179.0,164.0
475,756,2020-08-20,2020,Oakland Athletics,Arizona Diamondbacks,5,1,1,0,R,2020-08-21T01:40:00Z,2020-08-20,0.520,0.667,0.000,0.667,0.385,0.525,2020-08-20,0.680,0.333,1.000,0.769,0.583,0.595,-161.0,137.0,-147.0,137.0
477,759,2020-08-21,2020,Washington Nationals,Miami Marlins,2,3,0,1,R,2020-08-21T22:05:00Z,2020-08-21,0.500,0.000,0.000,0.375,0.600,0.352,2020-08-21,0.429,0.667,1.000,0.200,0.636,0.587,-215.0,190.0,-204.0,187.0
478,760,2020-08-21,2020,Tampa Bay Rays,Toronto Blue Jays,5,6,0,1,R,2020-08-21T22:40:00Z,2020-08-21,0.522,1.000,1.000,0.571,0.500,0.414,2020-08-21,0.654,1.000,1.000,0.727,0.600,0.589,-150.5,136.0,-145.0,134.0
479,761,2020-08-21,2020,Pittsburgh Pirates,Milwaukee Brewers,7,2,1,0,R,2020-08-21T23:05:00Z,2020-08-21,0.478,0.333,0.000,0.250,0.600,0.546,2020-08-21,0.191,0.000,0.000,0.182,0.200,0.426,130.5,-146.0,132.0,-143.0
480,763,2020-08-21,2020,Atlanta Braves,Philadelphia Phillies,11,2,1,0,R,2020-08-21T23:10:00Z,2020-08-21,0.429,0.000,0.000,0.467,0.333,0.5,2020-08-21,0.560,0.667,0.000,0.727,0.429,0.593,-104.0,-108.0,-103.0,-106.0
482,765,2020-08-21,2020,Kansas City Royals,Minnesota Twins,7,2,1,0,R,2020-08-22T00:05:00Z,2020-08-21,0.654,0.667,1.000,0.800,0.455,0.612,2020-08-21,0.400,0.333,0.000,0.500,0.333,0.364,135.0,-153.0,135.0,-145.0
484,769,2020-08-21,2020,Seattle Mariners,Texas Rangers,7,4,1,0,R,2020-08-22T01:10:00Z,2020-08-21,0.417,0.000,0.000,0.539,0.273,0.482,2020-08-21,0.296,0.333,0.000,0.333,0.267,0.42,106.5,-120.0,108.0,-118.0
485,770,2020-08-21,2020,Los Angeles Dodgers,Colorado Rockies,5,1,1,0,R,2020-08-22T01:40:00Z,2020-08-21,0.520,0.000,0.000,0.467,0.600,0.438,2020-08-21,0.704,0.667,1.000,0.615,0.786,0.647,-233.0,205.0,-227.0,204.0
486,771,2020-08-21,2020,Oakland Athletics,Los Angeles Angels,5,3,1,0,R,2020-08-22T01:40:00Z,2020-08-21,0.308,0.000,0.000,0.357,0.250,0.444,2020-08-21,0.692,0.667,1.000,0.786,0.583,0.595,100.0,-113.0,102.0,-112.0
490,776,2020-08-22,2020,Pittsburgh Pirates,Milwaukee Brewers,12,5,1,0,R,2020-08-22T20:05:00Z,2020-08-22,0.458,0.333,0.000,0.250,0.563,0.546,2020-08-22,0.227,0.333,1.000,0.250,0.200,0.426,147.5,-164.0,147.0,-159.0
491,777,2020-08-22,2020,Oakland Athletics,Los Angeles Angels,3,4,0,1,R,2020-08-22T20:10:00Z,2020-08-22,0.296,0.000,0.000,0.357,0.231,0.444,2020-08-22,0.704,1.000,1.000,0.800,0.583,0.595,-141.0,125.0,-141.0,130.0
493,779,2020-08-22,2020,Kansas City Royals,Minnesota Twins,2,7,0,1,R,2020-08-22T23:05:00Z,2020-08-22,0.630,0.333,0.000,0.800,0.417,0.612,2020-08-22,0.423,0.667,1.000,0.546,0.333,0.364,141.5,-161.0,147.0,-159.0
494,781,2020-08-22,2020,Atlanta Braves,Philadelphia Phillies,6,5,1,0,R,2020-08-22T23:10:00Z,2020-08-22,0.409,0.000,0.000,0.467,0.286,0.5,2020-08-22,0.577,0.667,1.000,0.750,0.429,0.593,105.0,-119.5,107.0,-118.0
495,782,2020-08-22,2020,Baltimore Orioles,Boston Red Sox,5,4,1,0,R,2020-08-22T23:35:00Z,2020-08-22,0.333,1.000,1.000,0.286,0.385,0.519,2020-08-22,0.462,0.000,0.000,0.267,0.727,0.333,104.5,-119.0,103.0,-112.0
496,785,2020-08-22,2020,Los Angeles Dodgers,Colorado Rockies,4,3,1,0,R,2020-08-23T01:10:00Z,2020-08-22,0.500,0.000,0.000,0.467,0.546,0.438,2020-08-22,0.714,0.667,1.000,0.643,0.786,0.647,-233.0,200.0,-208.0,189.0
497,786,2020-08-22,2020,San Diego Padres,Houston Astros,13,2,1,0,R,2020-08-23T01:10:00Z,2020-08-22,0.577,0.667,0.000,0.714,0.417,0.65,2020-08-22,0.571,1.000,1.000,0.692,0.467,0.432,-125.0,110.0,-120.0,110.0
498,787,2020-08-22,2020,Seattle Mariners,Texas Rangers,10,1,1,0,R,2020-08-23T01:10:00Z,2020-08-22,0.400,0.000,0.000,0.539,0.250,0.482,2020-08-22,0.321,0.667,1.000,0.385,0.267,0.42,-138.0,124.5,-133.0,123.0
500,790,2020-08-23,2020,Washington Nationals,Miami Marlins,9,3,1,0,R,2020-08-23T16:35:00Z,2020-08-23,0.524,0.667,1.000,0.375,0.615,0.352,2020-08-23,0.417,0.333,0.000,0.250,0.583,0.587,-161.0,147.0,-154.0,143.0
501,791,2020-08-23,2020,Baltimore Orioles,Boston Red Sox,5,4,1,0,R,2020-08-23T17:05:00Z,2020-08-23,0.321,0.667,0.000,0.286,0.357,0.519,2020-08-23,0.482,0.333,1.000,0.313,0.727,0.333,113.0,-125.0,113.0,-123.0
503,794,2020-08-23,2020,Pittsburgh Pirates,Milwaukee Brewers,5,4,1,0,R,2020-08-23T17:35:00Z,2020-08-23,0.440,0.000,0.000,0.250,0.529,0.546,2020-08-23,0.261,0.667,1.000,0.308,0.200,0.426,153.0,-167.0,154.0,-167.0
505,798,2020-08-23,2020,Los Angeles Dodgers,Colorado Rockies,11,3,1,0,R,2020-08-23T20:10:00Z,2020-08-23,0.482,0.000,0.000,0.467,0.500,0.438,2020-08-23,0.724,1.000,1.000,0.667,0.786,0.647,-227.0,195.0,-217.0,200.0
506,799,2020-08-23,2020,Oakland Athletics,Los Angeles Angels,5,4,1,0,R,2020-08-23T20:10:00Z,2020-08-23,0.321,0.333,1.000,0.357,0.286,0.444,2020-08-23,0.679,0.667,0.000,0.750,0.583,0.595,-130.0,114.5,-125.0,115.0
508,802,2020-08-23,2020,Seattle Mariners,Texas Rangers,4,1,1,0,R,2020-08-23T20:10:00Z,2020-08-23,0.385,0.000,0.000,0.539,0.231,0.482,2020-08-23,0.345,0.667,1.000,0.429,0.267,0.42,116.0,-130.0,121.0,-132.0
509,803,2020-08-23,2020,Atlanta Braves,Philadelphia Phillies,4,5,0,1,R,2020-08-23T23:08:00Z,2020-08-23,0.391,0.000,0.000,0.467,0.250,0.5,2020-08-23,0.593,0.667,1.000,0.769,0.429,0.593,-121.0,110.0,-116.0,106.0
511,805,2020-08-24,2020,Tampa Bay Rays,Toronto Blue Jays,4,6,0,1,R,2020-08-24T19:10:00Z,2020-08-24,0.500,0.333,0.000,0.571,0.474,0.414,2020-08-24,0.655,0.667,1.000,0.714,0.600,0.589,-222.0,196.0,-208.0,190.0
512,806,2020-08-24,2020,Washington Nationals,Miami Marlins,8,11,0,1,R,2020-08-24T22:05:00Z,2020-08-24,0.500,0.333,0.000,0.375,0.571,0.352,2020-08-24,0.440,0.667,1.000,0.308,0.583,0.587,-121.0,110.0,-116.0,106.0
513,807,2020-08-24,2020,Detroit Tigers,Chicago Cubs,3,9,0,1,R,2020-08-24T23:10:00Z,2020-08-24,0.630,0.333,1.000,0.556,0.778,0.519,2020-08-24,0.423,0.667,1.000,0.308,0.539,0.292,125.0,-140.0,128.0,-137.0
514,809,2020-08-24,2020,Texas Rangers,Oakland Athletics,3,2,1,0,R,2020-08-25T00:05:00Z,2020-08-24,0.690,0.667,1.000,0.765,0.583,0.595,2020-08-24,0.370,0.000,0.000,0.539,0.214,0.482,126.5,-142.0,128.0,-137.0
515,810,2020-08-24,2020,Milwaukee Brewers,Cincinnati Reds,4,2,1,0,R,2020-08-25T00:10:00Z,2020-08-24,0.423,0.333,0.000,0.417,0.429,0.463,2020-08-24,0.423,0.000,0.000,0.250,0.500,0.546,125.0,-137.0,126.0,-135.0
516,812,2020-08-24,2020,Houston Astros,Los Angeles Angels,11,4,1,0,R,2020-08-25T01:10:00Z,2020-08-24,0.310,0.333,0.000,0.357,0.267,0.444,2020-08-24,0.536,0.000,0.000,0.714,0.357,0.65,-157.5,138.5,-149.0,139.0
517,813,2020-08-24,2020,Arizona Diamondbacks,Colorado Rockies,2,3,0,1,R,2020-08-25T01:40:00Z,2020-08-24,0.464,0.000,0.000,0.467,0.462,0.438,2020-08-24,0.448,0.000,0.000,0.667,0.294,0.525,-161.0,145.0,-154.0,142.0
522,818,2020-08-25,2020,Washington Nationals,Philadelphia Phillies,3,8,0,1,R,2020-08-25T22:05:00Z,2020-08-25,0.417,0.333,1.000,0.467,0.333,0.5,2020-08-25,0.423,0.333,0.000,0.286,0.583,0.587,106.0,-116.0,107.0,-118.0
523,819,2020-08-25,2020,Toronto Blue Jays,Boston Red Sox,7,9,0,1,R,2020-08-25T22:37:00Z,2020-08-25,0.310,0.333,0.000,0.286,0.333,0.519,2020-08-25,0.519,0.333,1.000,0.571,0.500,0.414,-122.0,108.0,-119.0,109.0
524,820,2020-08-25,2020,Tampa Bay Rays,Baltimore Orioles,4,2,1,0,R,2020-08-25T22:40:00Z,2020-08-25,0.500,0.667,1.000,0.353,0.727,0.333,2020-08-25,0.633,0.667,0.000,0.667,0.600,0.589,-217.0,193.0,-213.0,195.0
526,823,2020-08-25,2020,Texas Rangers,Oakland Athletics,3,10,0,1,R,2020-08-26T00:05:00Z,2020-08-25,0.667,0.333,0.000,0.765,0.539,0.595,2020-08-25,0.393,0.333,1.000,0.571,0.214,0.482,149.0,-164.0,149.0,-161.0
527,825,2020-08-25,2020,Milwaukee Brewers,Cincinnati Reds,3,2,1,0,R,2020-08-26T00:10:00Z,2020-08-25,0.407,0.000,0.000,0.417,0.400,0.463,2020-08-25,0.444,0.333,1.000,0.333,0.500,0.546,-115.0,102.0,-112.0,102.0
528,827,2020-08-25,2020,San Diego Padres,Seattle Mariners,3,8,0,1,R,2020-08-26T01:10:00Z,2020-08-25,0.367,1.000,1.000,0.467,0.267,0.42,2020-08-25,0.600,1.000,1.000,0.733,0.467,0.432,-182.0,163.0,-179.0,163.0
529,828,2020-08-25,2020,Arizona Diamondbacks,Colorado Rockies,4,5,0,1,R,2020-08-26T01:40:00Z,2020-08-25,0.483,0.333,1.000,0.467,0.500,0.438,2020-08-25,0.433,0.000,0.000,0.615,0.294,0.525,103.5,-115.5,103.0,-112.0
533,834,2020-08-26,2020,Washington Nationals,Philadelphia Phillies,2,3,0,1,R,2020-08-26T22:05:00Z,2020-08-26,0.440,0.667,1.000,0.467,0.400,0.5,2020-08-26,0.407,0.333,0.000,0.267,0.583,0.587,-104.5,-109.0,-103.0,-106.0
536,837,2020-08-26,2020,Detroit Tigers,Chicago Cubs,7,6,1,0,R,2020-08-26T23:10:00Z,2020-08-26,0.621,0.667,0.000,0.556,0.727,0.519,2020-08-26,0.429,0.667,1.000,0.333,0.539,0.292,129.0,-145.0,130.0,-141.0
537,839,2020-08-26,2020,New York Mets,Miami Marlins,5,4,1,0,R,2020-08-26T23:10:00Z,2020-08-26,0.560,1.000,1.000,0.444,0.625,0.352,2020-08-26,0.429,0.333,0.000,0.385,0.467,0.531,-263.0,224.0,-250.0,224.0
538,840,2020-08-26,2020,Texas Rangers,Oakland Athletics,1,3,0,1,R,2020-08-27T00:05:00Z,2020-08-26,0.677,0.667,1.000,0.765,0.571,0.595,2020-08-26,0.379,0.333,0.000,0.533,0.214,0.482,133.5,-149.0,133.0,-145.0
539,842,2020-08-26,2020,Arizona Diamondbacks,Colorado Rockies,7,8,0,1,R,2020-08-27T01:40:00Z,2020-08-26,0.500,0.667,1.000,0.467,0.533,0.438,2020-08-26,0.419,0.000,0.000,0.571,0.294,0.525,-125.0,108.0,-118.0,108.0
541,844,2020-08-26,2020,Milwaukee Brewers,Cincinnati Reds,Unknown,Unknown,Unknown,Unknown,R,2020-08-27T00:10:00Z,2020-08-26,0.393,0.000,0.000,0.417,0.375,0.463,2020-08-26,0.464,0.667,1.000,0.400,0.500,0.546,108.0,-120.0,106.0,-116.0
